dataset_doi	dataset_key	dataset_title	dataset_citation	number_records
10.15468/gjqdn8	c940d783-b54a-464f-9d87-68cd80ffa0b7	Parc naturel régional du Marais poitevin-Inventaire des passeraux paludicoles		2
10.15468/nf4q24	cb647d85-3c6e-4d8d-ba47-84562a90dede	Observations naturalistes hors étude réalisées par les organismes utilisant la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques hors étude réalisées par Arto Vivi		2
10.15468/zqa8qh	cbe76825-7b58-42ed-ab26-c658ec3fd5ad	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""crepsdebordeaux"""		2
10.15468/kbg83r	ccd43a21-24d7-4e8d-b6b8-a276af125548	Evolution du site de traitement des déchets de Rosheim (67) - Préparation CSR-Données opportunistes flore faune Rosheim		2
10.15468/6e34vb	cd415856-d5d7-4991-bf68-24465ee610a0	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Stanislas WROZA		2
10.15468/z9twyj	cd77beb4-5b73-4332-8c6c-d69481e92583	JDD observateurs -Observations opportunistes de TRESONNE Sébastien		2
10.15468/zqudu3	d0c25554-7264-4350-ad63-a86705c86aac	JDD observateurs -Observations opportunistes de piketty bruno		2
10.15468/5z7daw	d184ba94-5349-4c0d-9097-81f0e39e77b9	CA des structures-Observations opportunistes de la structure : ANCA (Les Amis Naturalistes des Coteaux d'Avron)		2
10.15468/cthncb	d18935d7-260c-4633-af39-7eb7ee6f1e14	Bibliographie de la faune, la flore et la fonge de France métropolitaine et outre-mer-Bibliographique de la faune, la flore et la fonge de France métropolitaine et outre-mer		2
10.15468/wzdi6g	d1913fb2-2dc9-48b2-9dba-0b340c514f76	Bird species occurrences recorded from selected sites in mid Tana River Basin, Kenya	Njoroge P, Syingi A, Mlamba E (2020): Bird species occurrences recorded from selected sites in mid Tana River Basin, Kenya. v1.2. National Museums of Kenya. Dataset/Occurrence. http://ipt.museums.or.ke/ipt/resource?r=birds_midtana&v=1.2	2
10.15468/942xkm	d2e3cd10-aa02-4c68-b014-340b1837fe6d	Observations aléatoires des espaces protégés de la LPO France et de l'OFB - Observations aléatoires | RNN Baie de l'Aiguillon		2
10.15468/cirmgs	d4d77b21-464f-4e05-91ba-f6ebab042655	Caire-Chabrand Collection	Gouraud C. Inventory of the Caire-Chabrand Collection (Musée de la Vallée, Barcelonnette, France).	2
10.15468/rqrfuj	d5351fdc-3db7-4716-a413-e65c402731db	Collection ornithologique du musée Boucher de Perthes (Abbeville)		2
10.15468/2d2fkr	d53b5a65-b746-4703-9047-74a2ae9848a8	Osteology collections of World Museum, National Museums Liverpool		2
10.15468/vmbgz9	d70c169f-fd9e-4355-8431-8d1fba91370f	MnhnL various project records, Recorder-Lux database	National Museum of Natural History, Luxembourg, Pepin C (2024). MnhnL various project records, Recorder-Lux database. Version 1.8. National Museum of Natural History, Luxembourg. Occurrence dataset. https://gbif.mnhn.lu/ipt/resource?r=gbif_random_occ_mnhnl&v=1.8	2
10.15468/qraus7	d9c32a77-f30c-47dc-af91-c979df1ed541	Amélioration des connaissances naturalistes à l’échelle départementale et régionale-Sortie Osmunda - RNN Etang noir		2
10.15468/ygdee5	da08c76e-d24c-4e11-8e9f-06383e124519	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Vincent LABOUREL		2
10.15468/dksany	dc7d079c-f7e1-40e9-b8e0-1842e0311609	Mesures compensatoires du site Champs de maïs_prairies Est-Suivi quotidien		2
10.15468/edh965	dcbfdf06-3567-4045-9412-182be7792d2c	Données Ligue pour la protection des oiseaux Centre-Val de Loire-LPO Centre-Val de Loire - Données suivis avifaune Champeigne - 2021		2
10.15468/te7syd	dd366f57-ef9e-4c6f-a096-e953f6dae044	Convention Suez Environnement (SITA) – Service du Patrimoine Naturel-Convention Suez Environnement (SITA) – SPN		2
10.15468/3wku56	dd7e483b-671d-4b7f-be82-92251d8e6984	Mesures compensatoires du site Champs de maïs_prairies Est-Suivi Passereaux nicheurs		2
10.15468/scshii	ddb362fd-38cf-4bac-b7a2-19c614fcfae9	Nigerian Conservation Foundation (NCF) Database of Birds from Nigeria	Onoja J, Mohammed B, Dazi J, Ugbogu O, Osiyemi O (2019). Nigerian Conservation Foundation (NCF) Database of Birds from Nigeria. Version 1.5. Forestry Research Institute of Nigeria. Occurrence dataset https://doi.org/10.15468/scshii accessed via GBIF.org on 2021-08-06.	2
10.15468/z8c3kx	df1364a5-b028-479e-a378-969ba3248764	Cadre d'acquisition personnel de Matthieu Bergès-Jeu de donnée personnel de Matthieu Bergès		2
10.15468/w78qrr	e0d5c12b-110e-4fed-92c5-0ad96baf52ca	Cadre d'acquisition personnel de Combet Simon-Jeu de données personnel de Combet Simon		2
10.15468/zue6tx	e0e0581e-7e44-4906-8170-fa40b090c973	JDD observateurs -Observations opportunistes de Fourrier Thibault		2
10.15468/vqmc69	e1741bc5-a41a-4085-92d0-73b55f481a53	2014_Grand Site Sainte-Victoire_1		2
10.15468/9ecjte	e174c28e-9b02-45d5-8147-28dc0bb0bdda	Plan de gestion 2017 - 2021 du site des tourbières de Mées (40) mené par le CEN Nouvelle-Aquitaine-Observations faunistiques (inventaire) réalisées par le CEN Aquitaine		2
10.15468/hqu6bj	e18cbd57-7e1c-47b8-806b-594319436d00	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Julie GOBLOT		2
10.15468/3nkfx3	e2cc7d7e-ced8-4f76-bd58-be3bdc9580c4	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Didier Baudry		2
10.15468/ycth48	e44ff4bb-9f72-43d6-b66d-66d00c969380	Birds (coll. Bonnetain)	Audibert C, Ortiz-Régy A (2020). Birds (coll. Bonnetain). Version 1.5. Musée des Confluences. Occurrence dataset https://doi.org/10.15468/ycth48 accessed via GBIF.org on 2021-08-12.	2
10.15472/gwbyg8	e51b8857-2ad1-4701-a276-f0cd1f4cc6a5	Colección Oológica Cornelis Johannes Marinkelle CJM del Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Borja-Acosta K. G., S.Sierra, G. Bravo Mora (2023): Colección Oológica Cornelis Johannes Marinkelle CJM del Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. v1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Dataset/Occurrence. https://doi.org/10.15472/gwbyg8	2
10.15468/tx8y3y	e62f2cae-96f0-4870-b1aa-00f3c7378c51	Données du Conservatoire des espaces naturels de Loir-et-Cher - Base de données du CEN de Loir-et-Cher		2
10.15468/9x9qkm	e701b637-ecc8-4529-9d20-8e7ae395524e	CLICNAT- Base de données naturaliste picarde-Données du Parc Naturel Régional Oise-Pays de France		2
10.15468/1c9epj	e749d175-4316-401b-9ab9-dff532a75152	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste BETTENS Marie-Thérèse provenant de la base de donnée du SINP Île-de-France CETTIA		2
10.15468/cuwapz	e7dcf36a-f1f2-455d-9305-6f44e3d571f7	Saisie de données naturalistes d'observateurs indépendants sur la plateforme de l'Observatoire FAUNA-Données naturalistes de Thierry GATELIER		2
10.15468/tzw76a	e9a67463-71be-473f-8083-0625355bd445	Birds and other animals from Fuglevennen.no		2
10.15468/ezckdt	eaebe1ac-c77d-4c6c-8fba-15533780cfef	"Finds of mammals, birds and rare plants in the projected Regional Landscape Park ""Kniazhyj lis"" (Ternopil region, Ukraine)."	"Nabolotnyi O, Oliiar H, Kulikovskyi B (2021): Finds of mammals, birds and rare plants in the projected Regional Landscape Park ""Kniazhyj lis"" (Ternopil region, Ukraine).. v1.0. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://gbif.univer.kharkov.ua/resource?r=kniazhyjlis1&v=1.0"	2
10.15468/y44ebx	eb44f9f8-4136-4e1e-b4cd-60e7106a0991	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de ROBISSON Patrice		2
10.15468/4gznpd	ec717d9e-3b0c-40a3-a87c-6267212390d8	PNR NM-Observatoire de la biodiversité - Historique-PNR NM-Contact vertébrés		2
10.15468/6aefrb	ec8f0861-659d-4628-ba56-3664b9f0bb4c	CLICNAT- Base de données naturaliste picarde-Données terrain du CPIE Val d'Authie		2
10.15468/z2s26v	ed050be8-d366-4ec2-a3ff-57037c02d275	ISDND Ventes de Bourse - suivi écologique 2023-Oiseaux - Inventaire non standardisé		2
10.15468/h9then	ef25a74c-086c-4350-bcff-e1307ff8964c	RNR Grand Voyeux - Suivis scientifiques		2
10.15468/9xdfnd	ef7ebdba-6b59-40df-a7bb-0d843eface48	CA des structures-Observations opportunistes de la structure : PNR Gatinais Français		2
10.15468/txsphr	f09e09d7-2616-43dd-93b4-3387b6fbac6b	Projet éolien de Plou - donnees biodiversite projet eolien plou		2
10.15468/96kvpa	f2e13b8b-006a-4046-8453-4cf9237d0680	N2000 FR5212006 ZPS Champagne de Méron : suivi du site-Suivi ornithologique 2020 du site Natura 2000 : FR5212006 Champagne de Méron - Plaine de Douvy – Butte d’Antoigné		2
10.15468/stb7x6	f3286a13-ef79-4371-bc53-921b4ad73d0c	2022_LPO PACA_6		2
10.15468/q4nx6k	f4d8dcb6-b69e-4023-aa4f-eb82635ef6d2	Parc éolien Vallée du Don	Inventaire National du Patrimoine Naturel (2022). Parc éolien Vallée du Don. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/q4nx6k accessed via GBIF.org on 2022-12-14.	2
10.15468/faxymw	f54c7015-c3ef-4e82-ba6a-df21b42d37d8	Some findings of common, protected, and invasive species in Ukraine recorded in 2016-2023	Lysenko R (2025). Some findings of common, protected, and invasive species in Ukraine recorded in 2016-2023. Version 1.2. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=lysenkoflorafauna1&v=1.2	2
10.15468/jhdam2	f6a34f91-49ed-42b6-b554-f433cb1e5059	Renforcement du réseau de transport d’électricité entre Val de Meuse et Val de Moselle - Données biodiversité		2
10.15468/pghr6g	f77b1a07-3442-41e9-b0c6-a04483ab7229	Species biodiversity transnational geo-database - IMPRECO Project	Zangaro F, Marini G, Specchia V, De Luca M, Visintin F, Bullo G, Richard J, Šalaja N, Rakar B, Lipej B, Kurtović Mrčelić J, Piasevoli G, Žuljević A, Zaimi N, Bejko D, Diku A, Karousou A, Hatziyanni E, Pinat M, Pinna M (2021). Species biodiversity transnational geo-database - IMPRECO Project. Version 1.4. Biodiversity Data Journal. Occurrence dataset https://doi.org/10.15468/pghr6g accessed via GBIF.org on 2025-03-24.	2
10.15468/6zaqje	fab8a9bf-c045-4793-9fd8-66b4e7cdb85f	RNR FR9300129 Réserve Naturelle Régionale des Prairies Et Roselière Des Dureaux-Etudes et inventaires sur la RNR des Dureaux		2
10.15468/v7vkjy	fadbd05e-3b8f-4649-ab43-14db680d0352	Regroupement des données historique-inventaire des oiseaux de Poitiers 2006		2
10.15468/j344t6	fb34c617-e49f-4648-ad70-e1dd655af072	Centrale Photovoltaïque des Bords de Loire - DEPOBIO_Centrale photovoltaïque_Paimboeuf (44)		2
10.15468/xznzyr	fce9a284-22e8-441c-896c-86927fbd6d94	Cadre d'acquisition personnel de Belhacène Lionel-Jeu de données personnel de Belhacène Lionel		2
10.15468/zd8hju	fe28c4f1-7229-43b4-8f37-3fb406635d4d	ZFMK Ornithology collection	ZFMK Ornithology Working Group (2025). ZFMK Ornithology collection. [Dataset]. Version: 1.0. Data Publisher: LIB Biodiversity Datacenter. https://doi.org/10.20363/zfmk-coll.ornithology-2023-02.	2
10.15468/2d77hd	fea2691c-ecbf-4d3e-be2d-42691c15bf47	JDD observateurs -Observations opportunistes d'Inconnu Inconnu		2
10.15468/fj6nt7	002ec84c-87c4-4de4-85ec-5293211797eb	Projet Éolien sur la commune de Courchaton - Inventaire faune et flore projet Courchaton		1
10.15468/vgqtzv	006ba26a-d903-4621-be54-8965211abd7e	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de POIREL Alain		1
10.15468/hkwxdk	02041b17-c179-462e-b44a-b59eb3a60f6b	Construction d'une plateforme logistique à Montélimar - Inventaire des oiseaux pour le projet de plateforme logistique à Montélimar		1
10.15468/knbe9r	0253b503-c234-4b1d-acef-4db741636d1d	Projet de parc éolien de la Forge - Données biodiversité Parc éolien de la Forge		1
10.15468/kqswg4	02743f84-b52a-433f-8482-f54bc86014b7	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Monsieur DAMOISEAU Sébastien		1
10.15468/iou2ld	0284b82d-cdd1-4d67-83bd-c8e42e988adb	Merseyside BioBank (unverified)	Merseyside BioBank (2020) www.merseysidebiobank.org.uk	1
10.15468/w7d6x6	039274d7-101a-4159-9b5b-772a1d268d49	Données Faune / Flore - projet éolien des Brandes de l'Ozon sud		1
10.15468/s8w73b	03b65409-da6c-4d7e-97c4-b7115545b25a	Projet de parc solaire photovoltaïque du bois de Mourlot		1
10.15468/xpsbyo	04169fce-7d4f-41f7-9dff-245960f5b59e	SUI Vertebrate Collection	The University of Iowa, Museum of Natural History Vertebrate Collection (SUI)	1
10.15468/e2qg6b	04a9e522-1dfb-4690-a925-df73e87f0786	CA des structures-Observations opportunistes de la structure : Biotope		1
10.15468/cjoget	04beadec-d2fa-4bf0-94cf-0c30fb5589e8	Base BOMBINA du Parc Naturel régional Lorraine - Natura 2000 ZPS Jarny - Mars-la-Tour		1
10.15468/qgunrf	057a2886-012e-4c98-b1cb-40a03284363a	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste KINDT Eddie provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/y8bms6	058d43ec-9284-416b-8691-ba417a05d16b	Projet photovoltaïque Reugny-Les-Charrauds - Relevés faune/flore		1
10.15468/ce64hx	065500b9-ff22-43f3-869c-ac92a14fafc5	Projet éolien des Chagnasses - Données brutes de biodiversité		1
10.15468/uuycx7	0685d7bf-7fa7-4a7b-9913-1bd24b347b95	JDD observateurs -Observations opportunistes de Lainé Alexandre		1
10.15468/ter52s	06b9fa3d-e12b-414d-94a0-2585ecaf3555	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""helene_mata"""		1
10.15468/sau2jy	06e9df25-f352-42d5-a753-31035591bfc9	Herefordshire Wildlife Trust - Records	Data supplied by Herefordshire Wildlife Trust	1
10.15468/jec96w	06f13975-25ce-4908-998d-3d5ba5501817	Inventaires Aéro Biodiversité - POX - Pontoise Cormeilles-en-Vexin-Inventaires Aéro Biodiversité - POX - Occupation avifaune		1
10.15468/3eqj2p	07038474-9fd4-492a-9d59-f451be87cb9f	"PROJET DE PARC ÉOLIEN ""BEAUCE ORATORIENNE"""		1
10.15468/bujyuc	07ea1208-f5f0-4782-865c-4e7fb84cc493	Saisie de données naturalistes d'observateurs indépendants sur la plateforme de l'Observatoire FAUNA-Données naturalistes de CAZADE LAURA		1
10.15468/wm8cwk	085eb7d6-dbdc-458b-9d74-02b1ca1390c5	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""ajanulaw"""		1
10.15468/yhu5df	08a022d5-e301-4887-9cae-b17bf93e6f93	Saisie de données naturalistes d'observateurs indépendants sur la plateforme de l'Observatoire FAUNA-Données naturalistes de Elodie ETCHEGARAY		1
10.15468/2t2q53	091f40d0-4d06-4eba-8903-32f77a3d9204	Ferme éolienne d'Antezant La Chapelle SAS - Suivi activité avifaune première année		1
10.15468/3vzkfq	0a647238-f902-46de-b7a4-6e629b2cf90b	Saisie de données naturalistes d'observateurs indépendants sur la plateforme de l'Observatoire FAUNA-Données naturalistes de Paul LAGRUé		1
10.15468/z5vz6m	0a85208b-ebec-4233-9a15-ba7bbf2e2726	2018_SMAEMV_1		1
10.15468/z2shm9	0aa0526d-e8d3-4da8-a623-fdb23f3c02b1	Cadre d'acquisition personnel de marc fourré-Jeu de données personnel de marc fourré		1
10.15468/d7e4fy	0ae0f774-94d9-4cf8-871a-0c5bcdcbde3c	Projet de parc éolien des Portes du Nivernais - Données d'inventaires écologiques faube-flore		1
10.15468/kjjwgb	0ae8f465-3968-4f7e-9629-86b75ab5967e	Saisie de données naturalistes d'observateurs indépendants sur la plateforme de l'Observatoire FAUNA-Données naturalistes de Nicolas DELON		1
10.15468/h4j8vj	0b5bbc2c-e482-42ed-94da-64f7b01c2ec6	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de SOULARD Gabriel		1
10.15468/j6yq4w	0b829dd5-7e5f-47ec-a954-d314ecccc2a2	"Suivi écologique carrière ""Ottengrund""-Donnée avifaune 2022"		1
10.15468/242wfw	0c599ba0-f9d6-476a-99e9-c38d9e604ddc	Ferme éolienne des Terres du Pré René - Données Brutes Biodiversité - Villeneuve-La-Comtesse/Vergné		1
10.15468/dm68vc	0c925bdd-893c-4284-a2d3-3eee81ccad61	26 - PIERRELATTE - GRANULATS VICAT - Renouvellement et extension de carrière - Données naturalistes ACER CAMPESTRE - carrière de Pierrelatte		1
10.15468/q7trjg	0d72bddc-279a-4d70-9c9c-d72f25a055f0	Données oiseaux issues de l'Atlas des papillons de jour et des libellules du Languedoc-Roussillon		1
10.15468/kfjjra	0e8306fe-5168-476f-a84f-c86ca2362795	Bouresse Energies - Suivi avifaunistique post-implantation du parc éolien année 2 (2019-2020)		1
10.15468/shnuaq	10136c07-1326-48bd-a19f-c3497f8f4f7f	2021 - Extension de la gravière de BENFELD (67)-Oiseaux inventoriés sur la gravière de Benfeld (67) entre 2018 et 2021		1
10.15468/zq7sfs	109cfd86-429b-4b90-b666-8c332a97acd2	Projet éolien de Liniez II - Inventaires écologiques		1
10.15468/kwzypm	110abe92-6a6a-47bc-9732-e8ab85e5e04a	Projet éolien Les Bruyères - Avifaune		1
10.15468/ydzfh7	1124c262-9232-4f63-9b3a-fca59987a3da	Projet éolien des Muids - Eole des Muids Avifaune CERE		1
10.15468/8xj4an	117712a9-cd79-4a30-b9e2-e62be1c2dd72	Renouvellement de l'autorisation d'exploiter la carrière de sables et graviers située à Habsheim (68) par SAGRA. - Habsheim - Données faune-flore 2016-2017		1
10.15468/3kykrd	11abd2e5-d215-44eb-8b5b-03f7dd19817b	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Charlie Darenne		1
10.15468/n48dir	12390b9a-b506-4a76-a7b7-6585a576275a	Données espèces - Expertise IQE - Téting-sur-Nied - 2013		1
10.15468/6xejrp	126f0609-864f-4976-987c-8e72337f5564	ZA de CHAMPLARD à BEAUREPAIRE - Champlard_données_Faune & Flore		1
10.15468/hhfpmd	1411eb68-b333-4bb7-80f8-9459be012161	Carrière de ste Julie - Données oiseaux, amphibiens, reptiles, Mammifères		1
10.15468/g6yvux	14331e47-d722-4f21-a3ca-7e950ff11dd6	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""dromensis"""		1
10.15468/ntmdh5	1434f034-4379-4871-870a-9278881868b7	Projet de parc éolien Genévriers Nord 2 - Projet éolien des Genévriers Nord 2		1
10.15468/qdlvqr	147e1b93-9e2d-43a2-a34d-18738edeaa24	Buffalo Society of Natural Sciences Ornithology	Buffalo Society of Natural Sciences, Buffalo Museum of Science Ornithology Collection	1
10.15468/7463qz	15cba8ec-cd8b-49a1-b18e-4f30fbe9332b	JDD observateurs -Observations opportunistes d'YVERT Florent		1
10.15468/ped355	16295331-4e0e-498e-9c6d-2887557ea64f	JDD observateurs -Observations opportunistes de PRESSOIR CYRIL		1
10.15468/b9tuay	164b9e07-ff76-4c3b-93a0-31929207f386	Projet de parc éolien de Pradelles-Projet éolien de Pradelles - Observations avifaune migration post nup 2015		1
10.15468/9h3zbe	1674cae2-8978-445c-9c06-64107e0e0908	ZPS - Données recueillies dans le cadre de la ZPS du Plateau de Millevaches-ZPS_O_024 - Prospection Circaète Jean-le-Blanc dans la ZPS Millevaches		1
10.15468/pxr3d3	16b6c119-2785-4361-990e-8965046d066c	CA des structures-Observations opportunistes de la structure : OPIE		1
10.15468/tma6em	17292174-18a1-4ac4-95c3-014f149f187d	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""tlemoal"""		1
10.15468/ukvafb	18c23c6f-578b-4b41-815c-ec9b849cc1cc	2015_DREAL PACA - N2000 - Commune de Névache_1		1
10.15468/gt8xnk	1915a0bf-989c-4e24-b943-f68979c9455d	Projet Éolien sur la commune de Chamblay - Inventaire faune projet Chamblay		1
10.15468/sxn7ee	191bf7ac-d787-479f-a780-c6eac7e8bb7f	JDD observateurs -Observations opportunistes de Theo VIVENSANG		1
10.15468/nufge7	1abe3c05-92e1-44b6-97ec-36ff57c0e1c8	Etat des lieux des suivis effectués dans le cadre de la LGV SEA-Suivi Avifaune de plaine		1
10.15468/feegmc	1bb3e326-c917-4213-8e54-7a74b31eec4e	Suivi mortalité parc éolien LA MONTAGNE 2022-Oiseaux - Suivi d'activité		1
10.15468/yr9fpw	1bc490b9-a9be-4ad2-b2ee-8e95c0acb215	suivi environnemental parc éolien prevoterie 2022-2022 eolis les champs suivi multi avifaune		1
10.15468/losdml	1c13a825-dc25-462d-8df3-583b055caac9	2006-birds-of-malawi-species-cards	Safaris W (2019): 2006-birds-of-malawi-species-cards. v1.2. Wildlife and Environmental Society of Malawi. Dataset/Occurrence. http://196.32.215.240:8081/ipt/resource?r=2006-birds-of-malawi-species-cards&v=1.2	1
10.15468/nmb4kd	1c4a802b-c1ba-4ef5-a933-11883ce489b6	Appui technique et scientifique aux Collectivités territoriales-Données oiseaux appui collectivités territoriales		1
10.15468/vg4yaf	1c6e93cc-48c5-4635-a07f-e9b299fdd1c1	Expertise dans le cadre d'une sollicitation liée à une étude d'impact-Données oiseaux issues d'études d'impacts		1
10.15468/pejjar	1cf5cd3d-788d-4704-82ad-08848e10a18b	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste delecour vincent provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/uh97yh	1d3a9e6a-a0e8-4aae-b5db-2678134b8595	Parc éolien de Bouhy - Activité Grues cendrées printemps automne 2017 à 2020		1
10.15468/wzuyl3	1d51df9d-72de-460d-9734-64d93020e68b	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Grégoire Loïs		1
10.15468/2j7wsx	1db99bb6-d0b2-48b3-aab9-ed9ff95736c4	Floristic and avifauna finds in the vicinity of Mala Berezyanka village	Zhulenko K (2022): Floristic and avifauna finds in the vicinity of the village of Mala Berezyanka. v1.3. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://gbif.univer.kharkov.ua/resource?r=malaberezynka1&v=1.3	1
10.15468/g2zf48	1dc0b2e2-8ae4-40cf-aa71-74cbe65e5c18	CA des structures-Observations opportunistes de la structure : Mairie de Paris		1
10.15468/a2jzz4	1e05c3b5-f118-42f7-92c5-9967239e0699	JDD observateurs -Observations opportunistes de geoffroy alexis		1
10.15468/cgsvdy	1e31fdde-9191-48bc-ae40-c7ea45182a84	Données biodiversité - Projet éolien de la Vaure		1
10.15468/w9sp2m	1e5ee204-5bca-4fa9-9a45-de30fed3d56f	Parc éolien d'Adriers - Adriers_Suivi 2014 - 2018		1
10.15468/ywzzhh	1ea700b0-994c-4333-b487-e4e7d7f635cb	Collection Berlie		1
10.15468/basu5t	219ce167-0906-4d76-8c1e-d35a9613e46f	Plan régional d'actions en faveur des odonates (PRAO) : 4ème phase (2019 - 2020) menée par le CEN Nouvelle-Aquitaine-Observations faunistiques fortuites réalisées par le CEN Nouvelle-Aquitaine		1
10.15468/dedutp	22081870-a6e5-42c5-864b-220df2d103a6	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste Guillon Charlène provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/vnsran	221a8f9b-7f56-47c4-874a-d6472fe200b4	Projet éolien Les éoliennes du Chânois-Depobio_Avifaune_Postnuptiale_Raze		1
10.15468/mbrwhw	2252230d-e944-42cd-bec8-eedb3f5a0323	Ferme éolienne de la Brousse Bagnizeau SAS-Données naturalistes suivi de parc éolien		1
10.15468/k9a389	228426d8-7803-45fe-bb7e-5f19ff5fdb0d	Programmes d'étude et de conservation de populations d'espèces particulières (hors PNA et PRA)-Etudes sur le Flamant rose		1
10.15468/qk8tud	22f8b06b-a625-4f82-8c0d-b845a02eabf8	Parc Eolien de fierville vaux les rocques-Mortalité avifaune Vaux-les-Roques 2022		1
10.15468/2hd3ve	23311e7f-6309-404f-a271-fd8e0e27d49b	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""alainetlaure33138"""		1
10.15468/hyhvum	23499b39-c4cf-4cbf-86fd-344567c9e742	SILENE-FAUNE-PACA - DREAL_PACA_-_N2000_-_Conseil_Général_06_2017_12_18		1
10.15468/8zwbg5	238386f6-ca43-4cdd-9fcc-0cc0528e1c0c	JDD observateurs -Observations opportunistes de Van Niekerk Léon		1
10.15468/z2xqwa	2383e7de-4313-41c5-aaf5-2a4da6893e8f	Centrale solaire DGE1		1
10.15468/8sf4wp	23a075f3-33ea-4eb5-8e47-d2ca257e845d	Projet de Centrale de valorisation énergétique à partir de Biomasse & Projet de réaménagement du parc de matières premières & Projet de modernisation des lignes de préparation de pâte à papier - Données de biodiversité pour le projet de Saica Paper	Inventaire National du Patrimoine Naturel (2022). Projet de Centrale de valorisation énergétique à partir de Biomasse & Projet de réaménagement du parc de matières premières & Projet de modernisation des lignes de préparation de pâte à papier - Données de biodiversité pour le projet de Saica Paper. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/8sf4wp accessed via GBIF.org on 2022-12-15.	1
10.15468/mnkq4f	23c8943a-426d-45ba-a3a4-a1ea2e79b20f	DEMANDE D’AUTORISATION ENVIRONNEMENTALE POUR l’EXPLOITATION D’UNE INSTALLATION CLASSEE POUR LA PROTECTION DE L’ENVIRONNEMENT (ICPE)- RENOUVELLEMENT ET EXTENSION DES CARRIERES DE SABLES ET DE GRAVIERS -  faune flore dossier ICPE		1
10.15468/vwsqte	241b58b8-6f29-4fcd-b6bb-788f973d84a9	JDD observateurs -Observations opportunistes de Lavialle Jeanne		1
10.15468/y7hpwr	2466a1c1-0287-41f9-9930-e7ec03b8d86c	Inventaires Aéro Biodiversité - ORY - Paris Orly-Inventaires Aéro Biodiversité - ORY - Observation opportuniste tous règnes confondus		1
10.15468/r4zvzy	257bc43a-809a-47a0-8771-cd21973eb438	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Nicolas DEJEAN		1
10.15468/9pvpy2	2586337a-6988-4fb0-b213-0de854cf802d	Centrale photovoltaïque de Roquefort (40)-Projet de centrale photovoltaïque au sol sur la commune de Roquefort (40)		1
10.15468/buv7h9	25a03002-84c6-4bbb-8ba1-b6cfcef9999f	Some finds of birds, mammals, insects, amphibians, reptiles within the Autonomous Republic of Crimea (Ukraine), as well as in some areas of Kherson and Zaporizhzhia regions adjacent to the Sea of Azov	Viter S (2022): Some finds of birds, mammals, insects, amphibians, reptiles within the Autonomous Republic of Crimea (Ukraine), as well as in some areas of Kherson and Zaporizhzhia regions adjacent to the Sea of Azov. v1.4. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://ukraine.ipt.gbif.no/resource?r=vitercrimeaazov1&v=1.4	1
10.15468/qrgk6h	25abca58-c6b7-4a3e-9179-da4aa2eba876	N2000 FR5200622 Vallée Loire de Nantes aux Ponts-de-Cé : suivi du site-Cartographie d'habitats FR5200622 - 2020 - Obs opportunistes		1
