dataset_doi	dataset_key	dataset_title	dataset_citation	number_records
10.15468/x52x63	25f1e28b-fa84-46a8-8f04-4af8596779c5	R44_OGEB_Pics_LPO_GE_2020		1
10.15468/7c43vv	26027751-e0f7-4722-b904-b99572101c34	"ISDND de Satolas-et-Bonce (38) - Optimisation de la capacité "" Satolas 3"" - Données naturalistes Acer campestre - SUEZ Satolas"		1
10.15468/jb9tdf	26098c25-8f7f-4c71-97ac-1d3db181c65e	NMNH Material Samples (USNM)	Orrell T, Informatics and Data Science Center, Digital Stewardship Team (2025). NMNH Material Samples (USNM). Version 1.82. National Museum of Natural History, Smithsonian Institution. Occurrence dataset. https://collections.nmnh.si.edu/ipt/resource?r=nmnh_material_sample&v=1.82	1
10.15468/6rp6xj	262858c4-ada3-4ddf-9a2e-6f2e01cd3daa	Parc photovoltaïque au sol de Varennes-sur-Allier - Parc PV de Varennes Nord (03) - suivi écologique année 2		1
10.15468/cphpq6	2690a796-7877-4494-a7d7-85cfcdcbe7a9	Animation du site Natura 2000 FR5400408 Vallée de la Tardoire		1
10.15468/4pt8x6	26a3074e-cc9a-47bf-8e5f-a8baba5f7313	JDD observateurs -Observations opportunistes de Stordeur Flora		1
10.15468/rb9nq2	27262bec-b72c-40a8-b50d-34b0dfb74bd2	parc éolien de Mailhac sur Benaize		1
10.15468/sr52md	272f3830-c795-4919-9e39-a830f40e60e2	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Adeline CHARRÉ		1
10.15468/9m3t46	275529db-ae0b-40ca-b1b2-1dc743e40b8f	Projet éolien de Marcillac-Lanville-Marcillac-Lanville_Donnees_brutes_biodiv		1
10.15468/eujw28	27829427-d8ef-4468-b92b-213763e2ea34	JDD observateurs -Observations opportunistes de PAEPEGAEY HELENE		1
10.15468/syutmm	27a602a8-0b48-4059-b2e7-7b984b334d9e	The results of synchronous mid-winter waterbird census of the Azov-Black Sea region (Ukraine) in 2012	Bronskov O, Kostiushyn V A, Andryushchenko Y O, Bronskova M O, Bui H A, Chernichko I I, Chernychko R M, Derkach O M, Diadicheva O A, Havrylenko V S, Herzhyk I P, Beskaravainyi M M, Kucherenko V M, Mezinov O S, Mosin H H, Moskalenko Y O, Pliushch S A, Popenko V M, Redinov K O, Yakovliev M V, Zhmud M Y (2022): The results of synchronous mid-winter waterbird census of the Azov-Black Sea region (Ukraine) in 2012. v1.2. Azov-Black Sea Ornithological Station. Dataset/Samplingevent. https://ukraine.ipt.gbif.no/resource?r=winterbirdscountsazovblacksea2012&v=1.2	1
10.15468/svuw84	27b6fca5-6200-426e-8568-f410cb01ec28	Projet de parc éolien de Bois Chantret-Bois Chantret - oiseaux		1
10.15468/vnca5n	2896f6e1-5249-4149-8c4e-91ee37db215c	Volet milieu naturel de l'étude d'impact du Parc éolien du Pays à Part		1
10.15468/mudl7x	28de8f2c-9737-4d46-bfc2-6d8cf2efcfee	Data from ILAM surveys conducted by ARCOS in Bugesera landscape for year 2017	Kubwimana J P (2018): Data from ILAM surveys conducted by ARCOS in Bugesera landscape for year 2017. v1.1. Albertine Rift Conservation Society (ARCOS). Dataset/Samplingevent. http://arbmis.arcosnetwork.org/ipt/resource?r=bugesera_ilam_data_2017&v=1.1	1
10.15468/4v48pe	28f81342-6df8-4e71-b964-3857f43f6df0	JDD observateurs -Observations opportunistes de Darenne Charlie		1
10.15468/v7ksjr	294bb851-96b5-4d7b-a1ca-1ae1500c15da	Restauration des marges alluviales du Rhône sur les sites de Saulce et Gouvernement-restauration des marges de saulce et gouvernement - entomofaune		1
10.15468/3u6fk9	29770f82-7981-4b01-b35f-15b6a0fd60c5	Parc éolien de Courdemanges-avifaune		1
10.15468/7zh9af	29a3e410-b197-4ea5-9089-869fd304fe1b	Diagnostic écologique et élaboration d'une notice de gestion (prairies humides et calcaires) sur la commune de Monflanquin (47) menés entre 2017 et 2022 par le CEN Nouvelle-Aquitaine-Observations faunistiques (inventaire) réalisées par le CEN Nouvelle-Aquitaine		1
10.15468/9he4ht	29cea010-47bf-4bbe-bae2-ee785bba1688	"Inventaires et suivis sites ""Espaces Naturels Sensibles"" gérés par le Conseil Départemental des Landes-Inventaire ""Espaces Naturels Sensibles"" de Marthe (SAINT-SEVER-MONTGAILLARD)"		1
10.15468/zn5k6u	29fe34af-c28d-4e89-a855-262ef6353cf6	Suivi environnemental du parc éolien du Haut Plateau (2022)-Suivi avifaunistique - Semide - 2022		1
10.15468/26pk39	2ae6acc4-51d4-4dd1-a98b-09782c53190e	Parc éolien de La Roche 4 Rivières : Suivi ICPE 2021-[SUIVI] 2021 Migration postnuptiale - Parc éolien de La Roche 4 Rivières		1
10.15468/fn3e6w	2ae9bf8d-788f-4c74-864b-0aaf3a29ed6e	Projet de parc éolien de l’Épinette Commune de Maisoncelle-et-Villers (08) - Inventaire faune et flore projet Maisoncelle-et-Villers		1
10.15468/14oodv	2ba30ed2-6f82-480c-a892-4c8749508324	Inventaire des espèces animales présentes dans les aires protégées et parcs nationaux au Bénin	Essou F (2019) Inventaire des espèces animales et des plantes alimentaires au Bénin. v1. Laboratoire d'Ecologie Appliquée/Université d’Abomey-Calavi (LEA/UAC). Dataset/Occurrence. http://ipt.gbifbenin.org/resource?r=inventaire_lea&amp;v=1.0	1
10.15468/z82x3a	2c2e0703-7ca3-4baf-86c8-70e7cc0f2851	2020_DDT05_2		1
10.15468/c258ee	2c68786e-352f-4eb3-8c20-c70ca13d7500	Research Specimens (Aves) at Thiruvananthapuram Natural History Museum (TNHM)	Vijayalakshmi P V, Praveen J (2024). Research Specimens (Aves) at Thiruvananthapuram Natural History Museum (TNHM). Version 1.1. Thiruvananthapuram Natural History Museum. Occurrence dataset. https://cloud.gbif.org/asia/resource?r=researchaves-tnhm&v=1.1	1
10.15468/xpba48	2c82c664-2f47-4b63-ab6a-844996d57f02	Parc éolien de Laneuville - Suivi environnemental 2013 - 2016 - Laneuville		1
10.15468/232zvn	2d847b27-6072-4e93-a0bd-7ef2a7936301	RNR CGA Plan de gestion 2017-2021-RNR Confluence Garonne Ariege -  données opportunistes		1
10.15468/4dy7mv	2dab9c72-9a76-45fa-a5c2-04ad069a0cba	Parc éolien des Vents de Cernon (Cernon 1)-Jeu données - suivi environnemental parc éolien de Cernon 1 - 2016 et 2017		1
10.15468/w754ar	2de03cd5-5bea-4f51-bd47-07bf483594fb	2019_MICA Environnement_1		1
10.15468/jxbhqx	2e4cc37b-302e-4f1b-bbbb-1f674ff90e14	Biofokus	Blindheim T (2025). Biofokus. Version 1.3171. Biofokus. Occurrence dataset https://doi.org/10.15468/jxbhqx accessed via GBIF.org on 2025-10-09.	1
10.15468/3j2p8x	2e785bef-2f19-4652-9161-cbf506348bbb	Parc éolien de Bricqueville-Données avifaune et chiroptères 2021 suivi parc Bricqueville		1
10.15468/hk5wkn	2ee2dbc4-04dc-48fe-b894-fc0fc8d0d625	Parc photovoltaïque au sol de Varennes-sur-Allier - Parc PV de Varennes Nord - Suivi d'exploitation année 2	Inventaire National du Patrimoine Naturel (2022). Parc photovoltaïque au sol de Varennes-sur-Allier - Parc PV de Varennes Nord - Suivi d'exploitation année 2. Version 1.1. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/hk5wkn accessed via GBIF.org on 2022-12-14.	1
10.15468/7u2shn	2f15e021-09f0-428d-93c5-a4b30bdad809	Parc éolien de Rougemont 1 Suivi environnementale du parc éolien année 2018 - ROU1_2018_compilation avifaune		1
10.15468/t3bsxx	2f54cb88-4167-499a-81fb-0a2d02465212	DMNS Bird Collection (Arctos)	Denver Museum of Nature & Science Bird Collection	1
10.15468/zw8ise	2ffeb29f-0971-474c-895e-45e60da3b2a3	ISM Ornithology Collection	Illinois State Museum	1
10.15468/z7w2wu	303777f5-7dde-438d-bf30-b220131b5486	JDD observateurs -Observations opportunistes de MARI Alexandre		1
10.15468/kxu5pe	31468525-485f-4f95-8280-67c892b11778	2013_DREAL PACA - N2000 - Conseil Général 06_1		1
10.15468/h55cd3	31d829de-c675-480a-a3c9-825b047541ad	Plan de gestion 2009 - 2013 du site de l’Étang de Chourroumillas (64) mené par le CEN Aquitaine-Observations faunistiques (inventaire) réalisées par le CEN Aquitaine		1
10.15468/mbe5d8	31dad3c3-d583-45b8-b8af-44d48074384b	[CartoDyn] - Contact lors journée inventaire spécifique Oiseaux		1
10.15468/evru2v	31e9b28d-8e86-4570-99d3-688d53f38e05	demande d'autorisation d'exploiter une gravière avec demande de défrichement sur la commune de Jayat - Données naturalistes CEMEX Jayat		1
10.15468/mncyys	3221f841-682e-431a-901b-9ce56083ddcf	Inventaires Aéro Biodiversité - LFOR - Chartres Métropole-Inventaires Aéro Biodiversité - LFOR - Observation opportuniste tous règnes confondus		1
10.15468/wp3he2	322e1f06-bc8d-4c0e-88e6-de412259ea93	Projet d'extension entrepôt logistique - Machecoul (44) - LSL MACHECOUL		1
10.15468/mbv6w6	34bf9e92-431e-4761-8efb-794ad8ffe0be	intra_afric_paraearctic_migrant_resident_birds_1982	Atkins J D, Bampton I, Chilton P, Collins S, Dowsett R, Dowsett-Lemaire F, Elias D, Flowerdew R, Halliday T, Hanmer D, Haresnape J, Heigham J, Jewitt K, Jewitt M, Johnston-Stewart N, Lane S, Newton M, Taylor J, Whitaker R, Williams M (2021): intra_afric_paraearctic_migrant_resident_birds_1982. v1.4. Wildlife and Environmental Society of Malawi. Dataset/Occurrence. http://196.32.215.240:8081/ipt/resource?r=intra_afric_paraearctic_migrant_resident_birds_1982&v=1.4	1
10.15468/5stqhf	34cbd1b6-fe41-4c4d-81a1-980e290b6800	Plan de gestion des prés salés Est - Diagnostic 2015/2016-Inventaire et suivi Faune		1
10.15468/ke3zxk	3506360c-392c-4fe9-9c3d-55b9bd5e59fd	Aménagement de l'autoroute A10 au nord d'Orléans - Inventaire flore et faune		1
10.15468/c4hmds	355717f4-2b24-4b57-9d98-c561cff3eb36	Données biodiversité projet éolien des Navarros		1
10.15468/ftcbg8	361974e1-ce5b-43b8-aa23-4da0d541cc3c	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste Theo VIVENSANG provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/2nn9am	36503c0a-dad9-4b08-b7c7-11edc99be98a	JDD observateurs -Observations opportunistes de SENECAL Didier		1
10.15468/bdea97	3658fd67-6598-43a1-b2a1-260f825c1d55	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""remi_bigonneau"""		1
10.15468/pmfw7s	36c53ff5-14ea-4671-8410-e7f05420362e	JDD observateurs -Observations opportunistes de Bernard Jean-Marc		1
10.15468/678q3w	36d64952-e484-4dbe-86e8-e41b7304de04	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Quentin MOLINA		1
10.15468/xa2nfb	373d2587-12fa-4e8e-a445-61d8d6cf16f2	2021_Communauté de Communes des Alpes d'Azur_1		1
10.15468/j23e2t	373eec5c-8622-4290-995d-330db2e0ea02	Parc éolien de Novion-Corny avifaune et chiroptère complémentaire		1
10.15468/2c8d6c	3789e22f-4b83-4fe4-839e-8a1cd81396b2	Parc éolien de la Plaine d'Osne suivi 2022-Parc éolien Eole de la Plaine d'Osne-le-Val - 2022 - AVIFAUNE		1
10.15468/5qrhe7	37af951f-e879-407f-a2c5-10ab18c5537f	Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes Geraldine Geraldine (geraldine_geraldine)		1
10.15468/f9gcy4	37c93ebd-510a-4fdd-90df-557128eed6e3	JDD observateurs -Observations opportunistes de SIBLET Jean-Philippe		1
10.15468/e5gvat	37f56892-bd85-479a-803b-7fbfdfd6886c	Data collected on citizen science web portal www.ornitho.ad	Caritg R (2024). Data collected on citizen science web portal www.ornitho.ad. Version 1.1. Andorra Recerca + Innovació. Occurrence dataset. https://ipt.gbif.es/resource?r=ornitho-andorra&v=1.1	1
10.15468/n2vyf2	3810f1f1-9f38-4724-bdd3-3e9df19d458e	JDD observateurs -Observations opportunistes de Crespo Jaime		1
10.15468/7e9h8g	384ac791-7880-4ba6-865e-fd9b4d6c5c0a	Parc éolien de Tigny Noyelle (Alterric Ferme Eolienne Sud) - Mortalité Avifaune 2019 parc éolien Tigny Noyelle (Alterric Ferme Eolienne Sud)		1
10.15468/cbrxcy	38a85e0a-bce4-43bd-bc87-fae5c1069f2f	JDD observateurs -Observations opportunistes de Daudé Matthieu		1
10.15468/sxiya3	38f97143-922d-4ec0-a6e5-75e51a77890a	Field Study Group of the Dutch Mammal Society (NL) - 2008 - Mammal Survey Muntii Padurea Craiului - Apuseni mountains, Romania	Noort B (2020). Field Study Group of the Dutch Mammal Society (NL) - 2008 - Mammal Survey Muntii Padurea Craiului - Apuseni mountains, Romania. Version 10.4. Field Study Group of the Dutch Mammal Society. Occurrence dataset https://doi.org/10.15468/sxiya3 accessed via GBIF.org on 2022-03-15.	1
10.15468/cs2zzf	3965d122-ad7d-463e-90be-7eaa006bea18	Leicestershire and Rutland Environmental Records Centre records 2000-2009	Leicestershire and Rutland Environmental Records Centre ([Insert year of download]). Leicestershire and Rutland Environmental Records Centre records 2000-2009. Occurrence dataset on the NBN Atlas.	1
10.15468/k2s5hs	39b60528-9cba-4bb2-95bd-1e976487b5a6	Mesures compensatoires du site Mataplan-Suivi quotidien		1
10.15468/shpgbj	39bbfdbd-cc51-461d-8cb8-de4ebbf3afa4	Eolienne de Lys 1 - Etude Faune/Flore - Eoliennes de LYS		1
10.15468/x5g0wr	39f021d5-240c-445d-b62f-33bfed94938d	Eggs Specimen		1
10.15468/upvk7n	39f29a9c-96a4-468f-a38c-76fbccbd8ae4	Aménagement de la friche CELLULOID à Sélestat-Données faune flore		1
10.15468/2npj3w	3a0d807b-e519-4d79-9a82-41f7f45e7ea5	Projet de centrale photovoltaïque au sol sur la commune de Deneuille-lès-Chantelle (03)-Données Faune Flore		1
10.15468/vqza5m	3a8e38d6-cc2c-4a81-b4f9-aeba0909814e	Projet Patrimoine Naturel - Club Biodiversité-Club Biodiversité tous groupes taxonomiques		1
10.15468/r6cn4t	3aa915fb-d95e-4916-8e4c-bd1f24b95a48	2018_Parc National des Calanques_1		1
10.15468/7az79y	3aecb042-52e1-40b9-acd9-2b0171f6fabd	Ferme éolienne des Genêts - OISEAUX		1
10.15468/7c9xjv	3b57d430-9cee-4619-8c88-a5ae8341591a	JDD observateurs -Observations opportunistes de Burguet Benjamin		1
10.15468/s77t9k	3b674cc2-a830-47bc-951e-f2a19c4cd824	2016_Grand Site Sainte-Victoire_1		1
10.15468/35cdmp	3b72e06f-b22e-4977-9b9f-7150fae07f2f	JDD observateurs -Observations opportunistes de BRUHAIS Michael		1
10.15468/0gpbhc	3b7c6871-7f02-4990-a684-c43800ce373d	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes d'Aurélien CABARET		1
10.15468/yc7ceh	3b894fe4-c13c-4a04-b372-4e749ce102e1	Dossier de Demande d'Autorisation - Pôle de valorisation et de traitement de déchets des Battées / Décheterie profesionnelle - Extension du site de stockage des déchets de Sauvigny le Bois		1
10.15468/tndzwg	3bb78aab-ab42-4841-ac01-3104f8456909	Réserves Naturelles de France (RNF) - RNF - Données du Parc Naturel Régional du Vercors		1
10.15468/ytwnad	3bd7b984-6bbd-4194-95aa-114271d9ee68	Sheffield Bird Study Group (Yorkshire records)	Sheffield Bird Study Group ([Insert download year]). Sheffield Bird Study Group (Yorkshire records). Occurrence dataset on the NBN Atlas	1
10.15468/83e26r	3c0ffd6d-8563-4ad6-a836-2e56844b80f0	Projet immobilier sur la commune de Saint-Pierre-d'Irube et le lieu-dit Alminoritz-Inventaire Oiseaux		1
10.15468/sm4ety	3c2fb76f-ed3f-40dc-bb40-21adbbd857d5	Isle of Wight Notable Species	Isle of Wight Local Records Centre ([Insert download year]). Isle of Wight Notable Species. Occurrence dataset on the NBN Atlas	1
10.15468/bqbw9z	3d387960-dfca-4acb-80de-d395c84bc0f5	"26 - Valence - Conseil départemental de la Drôme - Echangeur dit ""de Montélier"" - CD26 - Valence - Echangeur dit ""de Montélier""_Enquête publique"		1
10.15468/hxbpt3	3e818ed0-93c6-4229-8ee7-97ba971fea40	Projet photovoltaïque au sol de Poucharramet (31) - Projet photovoltaïque de Poucharramet - Données faune et flore		1
10.15468/786phq	3f589e54-5f21-4c85-98fe-f7a8faf9a317	Projet de construction et d’exploitation de deux nouvelles unités de production d’électricité de type EPR2 et de leurs ouvrages de raccordement électrique sur le site de Penly.-PEN_COMPENSATION_ESPECES_POINTS		1
10.15468/jm2jr9	3f6efe4e-cc62-4c7d-9117-785e234ec48c	JDD observateurs -Observations opportunistes de Signol Audrey		1
10.15468/juq9jq	4095c04e-1730-430c-a9a5-56930089f46f	R44_24H_Biodiversite_ODONAT_LOR_2022		1
10.15468/z6xpg3	410f6ef1-36f6-4d26-8905-e149c9f6a09b	BD de la plateforme partagée pour la diffusion des données naturalistes de Haute-Normandie-Suivi des amphibiens dans les forêts de la CREA		1
10.15468/w5rg22	41cb0352-7afd-467f-8d1f-49bf69919463	Summer Mammal Study Camps from the Dutch Mammal Society		1
10.15468/ufcrtq	42410f5c-2e8e-4cea-8073-39a8d6afad48	Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure ANCA (les Amis Naturalistes des Coteaux d'Avron) provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/tmdppf	42749746-3a0c-11e2-b0ce-00145eb45e9a	Ornithologie ZMK		1
10.15468/td43di	4308c555-a246-4030-8c1b-ff8ef7c1b032	Données espèces - Expertise IQE - Le Crotoy - 2016		1
10.15468/re56gk	445feb12-fd16-4990-85ba-a29f6f4e820c	The results of synchronous mid-winter waterbird census of the Azov-Black Sea region (Ukraine) in 2018-2022	Andryushchenko Y, Kostiushyn V, Moskalenko Y, Vinokurova S, Chernichko J, Bronskov O, Chernichko R, Davydenko I, Dolinnyi V, Domashevskiy S, Dyadicheva O, Gavrilenko V, Gorlov P, Grishchenko V, Gutarin O, Haidash O, Illichov A, Kapinos S, Kolomyichuk V, Kozodavov S, Litvintsova Y, Mezinov О, Mykytynets G, Nazilin S, Panchuk O, Petrovich Z, Pilyuga V, Plyusch S, Podorozhnyi S, Poluda A, Popenko V, Pylypyuk K, Redinov K, Rusev I, Rusev R, Sidorenko A, Siokhin V, Starovoitova T, Tomashpolskyi N, Veselskii M, Yablonovska-Grishchenko E, Yakovliev M (2025). The results of synchronous mid-winter waterbird census of the Azov-Black Sea region (Ukraine) in 2018-2022. Version 1.0. Azov-Black Sea Ornithological Station. Samplingevent dataset. https://ukraine.ipt.gbif.no/resource?r=moskalenkowintersynchrbirdcensus20182022&v=1.0	1
10.15468/gagnc9	447ebac4-56c9-4092-8367-9b153e414934	Plan de gestion Les Mattes de Paladon et Marais de Neyran-Inventaire et suivi Faune		1
10.15468/vj6w8b	44ae1157-7176-4e5a-9b3c-56faa2df65a6	H2V NORMANDY - Oiseaux - Inventaire non protocolé		1
10.15468/wutqpu	44d1aea2-0b02-4077-91e2-6f85a8f0e382	Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Département 95 provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/b2c3kb	4574566e-38b3-49c0-9026-c728054d5e67	R44_ABC_Faune_PNRMR-R44_ABC_Faune_opportunistes_PNRMR_2019-2022		1
10.15468/eyxznr	4595f208-53b2-4ad3-9de2-277f45630dc4	Systeme d'endiguement Authie Nord - Réalisation de la digue rétro littorale du Bois des Sapins - données avifaune		1
10.15468/b4ea95	45a0ecce-e19d-451b-8c06-53c9f775d8cb	Création de la maroquinerie de la Sormonne - Arrêté Préfectoral d'autorisation du 27/05/2021-MDA Hermès - Faune Cliron		1
10.15468/n3r872	4640b372-a417-474d-a239-598c71a3ee0d	JDD observateurs -Observations opportunistes de Lavaud Manon		1
10.15468/c8pvh2	464d5e6d-98a2-409e-8bba-02551a61d354	Cadre d'acquisition personnel de Thorel Guilhem-Jeu de données personnel de Thorel Guilhem		1
10.15468/m33jjb	4669172e-fd00-4aac-8420-47500b5da066	Projet photovoltaïque au sol de GARCHY ENERGIES-Avifaune - données 2021		1
10.15468/pd9f7z	46915970-9ba5-46fe-b5ca-6ab6bf628ca8	Projet Wahagnies (59)- SOLEIA WAH - Wahagnies données biodiversité projet solaire		1
